# DS_ClickRecovery Optimisation
# Fri Dec  4 22:15:04 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.000635824	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.00322361	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.00204035	[1e-06,0.03]
#dstellate_gkltbar = 0.0231829	[1e-06,0.03]
#gaba_decay = 10.478	[1e-06,0.03]
#gaba_rise = 0.400588	[1e-06,0.03]
#dstellate_gleak_rm = 0.00236765	[1e-06,0.03]
# final error=0.019129
# unweighted error=0.019129
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.000
3	1.000	0.300	1.000	0.000
4	1.000	0.450	1.000	0.480
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	-1	-0	-0	-0	-0	-0	-0	
#	-0.340335	0.764424	-0.477451	-0.19769	0.103017	0.145933	-0.0296356	
#	0.673521	0.323517	0.0247169	-0.470521	-0.0886634	-0.45163	-0.0887374	
#	0.22384	-0.0753618	0.0618563	0.948181	-0.134045	0.00228749	-0.152874	
#	0.679455	0.044904	-0.113147	-0.647687	-0.254278	-0.106737	-0.167252	
#	0.216916	0.788773	-0.0487305	-0.299736	-0.216865	-0.281016	0.335513	
#	0	0	0	0	0	0	1	
