# DS_ClickRecovery Optimisation
# Fri Dec  4 19:24:16 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.00225115	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.00269209	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.000432194	[1e-06,0.03]
#dstellate_gkltbar = 0.0118343	[1e-06,0.03]
#gaba_decay = 15.5151	[1e-06,0.03]
#gaba_rise = 2.23964	[1e-06,0.03]
#dstellate_gleak_rm = 0.00101265	[1e-06,0.03]
# final error=0.017557
# unweighted error=0.017557
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.020
3	1.000	0.300	1.000	0.120
4	1.000	0.450	1.000	0.660
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	0.0038592	0.656739	-0.134723	-0.127957	0.334635	0.578762	0.295314	
#	0.252855	-0.352028	-0.303276	0.0984582	-0.0390561	0.703955	-0.461943	
#	-0.467124	0.38646	-0.585275	-0.02975	-0.491999	0.164368	0.141177	
#	0.0796221	0.190482	0.243969	0.837441	0.265178	-0.254538	0.24787	
#	0.370709	-0.0241304	-0.430937	0.153273	0.4634	0.0279626	-0.661265	
#	-0.512385	0.220896	-0.727069	0.176203	-0.215507	-0.281714	0.0564194	
#	0.696164	0.349577	-0.165285	-0.210891	-0.27571	-0.441539	0.224467	
