# DS_ClickRecovery Optimisation
# Fri Dec  4 21:58:43 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.000531549	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.000167221	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.013091	[1e-06,0.03]
#dstellate_gkltbar = 0.0163897	[1e-06,0.03]
#gaba_decay = 5.43235	[1e-06,0.03]
#gaba_rise = 0.261939	[1e-06,0.03]
#dstellate_gleak_rm = 0.00274146	[1e-06,0.03]
# final error=0.006671
# unweighted error=0.006671
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	0.980	0.020
3	1.000	0.300	0.880	0.260
4	1.000	0.450	0.940	0.500
8	1.000	0.630	0.960	0.760
16	1.000	1.000	0.980	0.860
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	0	-0.153916	-0.0346915	0.119781	-0.774657	0.582501	-0.146144	
#	0.440938	0.29066	-0.236714	0.429147	-0.135574	0.585406	0.346133	
#	-0	0.00133929	-0.365574	-0.251034	-0.194732	-0.00928005	0.874831	
#	0.182823	0.0628857	0.0429762	-0.515701	0.441683	0.706507	-0.0243086	
#	0.477473	0.339692	0.736298	0.04628	-0.178792	-0.0433839	0.280186	
#	-0.388574	0.337682	0.0409429	0.659443	0.273479	0.3877	0.270808	
#	0.334652	0.749664	-0.505573	0.016076	-0.115021	-0.0469782	-0.233905	
