# DS_ClickRecovery Optimisation
# Fri Dec  4 16:15:01 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.000912695	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.00257819	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.00303659	[1e-06,0.03]
#dstellate_gkltbar = 0.0149188	[1e-06,0.03]
#gaba_decay = 12.1066	[1e-06,0.03]
#gaba_rise = 0.401368	[1e-06,0.03]
#dstellate_gleak_rm = 0.000635262	[1e-06,0.03]
# final error=0.121710
# unweighted error=0.027100
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.060
3	1.000	0.300	1.000	0.260
4	1.000	0.450	1.000	0.920
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.020
#  0.000
#  0.000
# Principle axis matrix
#	0	-1.45251e-17	-0.0912391	-0.00486577	0.0820084	0.582144	-0.803763	
#	0.581698	0.446442	-0.00224319	-0.358549	-0.013643	0.531985	-0.224856	
#	-0	3.03755e-17	-0.116912	-0.906883	-0.404423	0.012604	-0.0133734	
#	-0.0238013	-0.0146209	0.176656	-0.372496	0.784633	0.342503	0.310324	
#	-0.146564	0.253351	0.0833845	0.179377	-0.419516	0.701662	0.454841	
#	0.419909	0.0832341	-0.869129	0.0568282	0.120882	0.100009	0.183083	
#	-0.0790684	0.959728	0.0170893	-0.0568427	0.120769	-0.194144	-0.129887	
