# DS_ClickRecovery Optimisation
# Fri Dec  4 13:55:10 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.00150664	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.00163964	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.00390909	[1e-06,0.03]
#dstellate_gkltbar = 0.0076052	[1e-06,0.03]
#gaba_decay = 8.12385	[1e-06,0.03]
#gaba_rise = 1.58582	[1e-06,0.03]
#dstellate_gleak_rm = 0.000947801	[1e-06,0.03]
# final error=0.118279
# unweighted error=0.026386
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.100
3	1.000	0.300	1.000	0.340
4	1.000	0.450	1.000	0.920
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	0	0.0951181	-0.566745	0.193813	-0.0805872	0.790974	-0.00742245	
#	0.0543523	0.31425	-0.700958	-0.0122659	0.618146	0.0944277	-0.125614	
#	-0.00534417	-0.792936	-0.244043	0.0641382	0.514548	-0.044694	-0.201978	
#	0.0415048	0.00875288	-0.542108	-0.619798	0.0166313	-0.231073	0.516235	
#	-0.124834	0.358748	-0.187903	-0.443938	0.2157	-0.0541306	-0.757543	
#	0.857342	0.173795	-0.256061	0.2799	0.0472256	-0.269333	-0.126798	
#	-0.497536	0.211229	-0.439998	0.539683	0.00762094	-0.472028	0.010789	
