# DS_ClickRecovery Optimisation
# Fri Dec  4 18:39:36 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.00130207	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.00121367	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.000241476	[1e-06,0.03]
#dstellate_gkltbar = 0.00130129	[1e-06,0.03]
#gaba_decay = 19.182	[1e-06,0.03]
#gaba_rise = 0.965163	[1e-06,0.03]
#dstellate_gleak_rm = 0.00101554	[1e-06,0.03]
# final error=0.014471
# unweighted error=0.014471
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.060
3	1.000	0.300	1.000	0.220
4	1.000	0.450	1.000	0.560
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.040
#  0.160
#  0.020
#  0.000
# Principle axis matrix
#	1	0	0	0	0	0	0	
#	0	0.408164	0.816329	-0.408164	0	-0.0202795	0	
#	-0.137239	0.646344	-0.485771	0.231228	-0.05768	0.149025	0.498427	
#	0.145797	-0.0488242	-0.970669	-0.0011424	-0.111307	-0.136481	0.0560714	
#	-0.164619	0.531371	-0.426986	0.0169401	-0.0989731	0.505721	0.492334	
#	0.072344	0.560326	-0.371364	-0.0282204	0.295316	0.196273	0.645259	
#	0	0	0	0	0	0	1	
