# DS_ClickRecovery Optimisation
# Fri Dec  4 20:38:57 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.000469113	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.00245859	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.0025054	[1e-06,0.03]
#dstellate_gkltbar = 0.0295291	[1e-06,0.03]
#gaba_decay = 30.8985	[1e-06,0.03]
#gaba_rise = 1.78943	[1e-06,0.03]
#dstellate_gleak_rm = 0.000910413	[1e-06,0.03]
# final error=0.019129
# unweighted error=0.019129
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.000
3	1.000	0.300	1.000	0.000
4	1.000	0.450	1.000	0.420
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	0	-0.566452	-0.0227067	0.820743	0.00648873	0.0529378	-0.0463956	
#	-0.189908	-0.614517	0.337041	-0.304165	0.388317	-0.448121	0.169081	
#	0.330333	-0.50371	0.292111	0.101692	0.548253	0.151716	-0.466783	
#	0.33157	-0.535182	-0.0788181	0.333014	0.397008	-0.482611	0.309841	
#	0.699022	0.374336	-0.00144105	0.284892	0.375993	-0.373272	0.0968093	
#	-0.423416	0.379837	-0.688015	0.226288	0.333473	0.0484969	-0.195745	
#	0.332263	-0.38085	-0.711744	-0.25646	-0.309485	-0.221565	0.16532	
