# DS_ClickRecovery Optimisation
# Fri Dec  4 14:07:39 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.0011	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.002	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.00299645	[1e-06,0.03]
#dstellate_gkltbar = 0.01492	[1e-06,0.03]
#gaba_decay = 9.5	[1e-06,0.03]
#gaba_rise = 0.6	[1e-06,0.03]
#dstellate_gleak_rm = 0.000798262	[1e-06,0.03]
# final error=0.138993
# unweighted error=0.018729
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.000
3	1.000	0.300	1.000	0.120
4	1.000	0.450	1.000	0.680
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	1	0	0	0	0	0	0	
#	0	0	-0.0251005	-0.706831	0	-0.706831	-0.0122817	
#	0.0742314	-0.947991	0.0677647	0.166978	-0.160223	0.1877	0.0492521	
#	0.013024	0.42673	-0.137095	-0.00303862	0.790587	-0.149884	0.389147	
#	0.58686	-0.325306	0.381157	-0.0968074	0.25752	0.20539	0.535367	
#	0	0	0	0	0	1	0	
#	0	0	0	0	0	0	1	
