# DS_ClickRecovery Optimisation
# Fri Dec  4 20:16:50 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.00156617	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.00206767	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.00338027	[1e-06,0.03]
#dstellate_gkltbar = 0.0124757	[1e-06,0.03]
#gaba_decay = 13.2272	[1e-06,0.03]
#gaba_rise = 0.623818	[1e-06,0.03]
#dstellate_gleak_rm = 0.00221307	[1e-06,0.03]
# final error=0.019414
# unweighted error=0.019414
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.000
3	1.000	0.300	1.000	0.000
4	1.000	0.450	1.000	0.520
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	-0.0260204	-0.356069	-0.596665	0.366522	-0.486796	0.0928658	-0.369589	
#	0.311778	-0.779797	-0.0951866	0.0805794	0.0721549	0.205631	0.481319	
#	-0.248159	-0.139706	0.0775861	0.361405	-0.268249	0.256204	0.802912	
#	-0.214341	-0.38123	0.157936	-0.491121	-0.0138923	0.718709	-0.160757	
#	0.0656281	-0.498238	0.121359	-0.476112	-0.393669	-0.563105	0.184331	
#	-0.10611	-0.654122	0.164012	0.378209	0.598242	-0.162744	-0.0808999	
#	0.863405	-0.142026	0.337698	0.19778	-0.155963	0.238367	-0.00768057	
