# DS_ClickRecovery Optimisation
# Wed Dec  2 16:03:12 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.00134969	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.00130666	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.000336829	[1e-06,0.03]
#dstellate_gkltbar = 0.00162955	[1e-06,0.03]
#gaba_decay = 20.232	[1e-06,0.03]
#gaba_rise = 0.962692	[1e-06,0.03]
#dstellate_gleak_rm = 0.00102533	[1e-06,0.03]
# final error=0.114289
# unweighted error=0.017129
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.040
3	1.000	0.300	1.000	0.200
4	1.000	0.450	1.000	0.680
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.120
#  0.000
#  0.000
# Principle axis matrix
#	1	0	0	0	0	0	0	
#	0	0.994236	0.107217	0	0	0	0	
#	0.166986	0.215624	0.842638	-0.164821	0.371278	0.0279233	0.223137	
#	0.116088	-0.876208	-0.137047	-0.402198	0.135629	0.14048	-0.0103425	
#	-0.527664	-0.143486	-0.228142	-0.0391181	0.341778	0.563087	-0.462088	
#	0.0438681	-0.00895192	0.208955	-0.270049	0.841558	0.390046	0.145091	
#	0	0	0	0	0	0	1	
