# DS_ClickRecovery Optimisation
# Fri Dec  4 09:52:11 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.00141984	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.001656	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.00299211	[1e-06,0.03]
#dstellate_gkltbar = 0.00904333	[1e-06,0.03]
#gaba_decay = 11.6326	[1e-06,0.03]
#gaba_rise = 0.634643	[1e-06,0.03]
#dstellate_gleak_rm = 0.000573253	[1e-06,0.03]
# final error=0.106850
# unweighted error=0.015500
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.140
3	1.000	0.300	1.000	0.360
4	1.000	0.450	1.000	0.720
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	-0	-0.230276	0.902038	0.000189788	6.05798e-18	-0.00364393	0.365086	
#	0.0378272	0.269579	0.263887	0.556663	-0.278161	-0.684822	-0.00555279	
#	-0.693088	-0.171679	0.539215	0.0493117	-0.337209	-0.259578	-0.126018	
#	-0.500331	0.278127	0.69826	-0.0236026	-0.14748	-0.367641	-0.165165	
#	-0.627629	1.0762e-13	2.89762e-14	-0.00477658	0.778498	-0.00024878	-3.77917e-15	
#	0.201619	0.565331	0.152071	-0.767902	0.157822	-0.0409569	-0.0191598	
#	-0.68147	0.41643	0.0121975	0.00728492	-0.549336	0.0761165	0.233279	
