# DS_ClickRecovery Optimisation
# Fri Dec  4 10:50:20 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.00134412	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.0013577	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.00835479	[1e-06,0.03]
#dstellate_gkltbar = 0.0199342	[1e-06,0.03]
#gaba_decay = 5.6741	[1e-06,0.03]
#gaba_rise = 0.229837	[1e-06,0.03]
#dstellate_gleak_rm = 0.000277634	[1e-06,0.03]
# final error=0.132081
# unweighted error=0.023529
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.080
3	1.000	0.300	1.000	0.460
4	1.000	0.450	1.000	0.840
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.020
#  0.000
#  0.000
# Principle axis matrix
#	-0	-2.41279e-16	-0.0199949	0.271294	-0.787966	0.539781	0.117241	
#	-0.578668	0.620678	0.270929	-0.0981803	-0.223981	0.249403	-0.290673	
#	-0.180451	0.358595	0.459537	-0.300464	0.238965	0.496041	-0.483976	
#	-0.372541	0.120165	-0.322736	-0.305788	0.021916	0.333002	-0.733306	
#	-0.449447	-0.835224	0.181875	-0.225896	-0.0480186	0.0250733	0.11557	
#	-0.143401	0.387313	0.736008	-0.503643	-0.183187	0.00846617	0.0207825	
#	0.593025	-0.344729	0.423554	0.153603	0.0272527	0.100309	-0.561861	
