# DS_ClickRecovery Optimisation
# Fri Dec  4 12:36:23 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.00100422	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.00208224	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.00319031	[1e-06,0.03]
#dstellate_gkltbar = 0.0160934	[1e-06,0.03]
#gaba_decay = 9.88999	[1e-06,0.03]
#gaba_rise = 0.834401	[1e-06,0.03]
#dstellate_gleak_rm = 0.000802823	[1e-06,0.03]
# final error=0.137221
# unweighted error=0.021329
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.000
3	1.000	0.300	1.000	0.140
4	1.000	0.450	1.000	0.760
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	-1	-0	-0	-0	-0	-0	-0	
#	0	0.994374	0	-0.105928	0	0	0	
#	0	0	0	0	0.311824	0.948012	-0.0635556	
#	0.0813862	-0.0900775	0.965081	0.14196	0.0309674	0.174454	0.0483147	
#	0.320444	-0.155783	0.221026	0.156704	-0.514938	0.115096	-0.721963	
#	-0.0961516	-0.541939	0.092356	-0.581146	0.347174	-0.476635	0.0555517	
#	-0.135013	-0.356521	0.641256	-0.15525	0.483166	0.383827	-0.196415	
