# DS_ClickRecovery Optimisation
# Fri Dec  4 21:14:34 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.000369974	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.00163528	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.00193483	[1e-06,0.03]
#dstellate_gkltbar = 0.000739007	[1e-06,0.03]
#gaba_decay = 11.7394	[1e-06,0.03]
#gaba_rise = 0.572064	[1e-06,0.03]
#dstellate_gleak_rm = 0.00283735	[1e-06,0.03]
# final error=0.032729
# unweighted error=0.032729
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.000
3	1.000	0.300	1.000	0.160
4	1.000	0.450	1.000	0.960
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.040
#  0.000
#  0.000
# Principle axis matrix
#	-1	-0	-0	-0	-0	-0	-0	
#	0.0396353	0.0792706	0.0792706	-0.990882	0.0396353	0.0295242	-0.0396353	
#	-0.102418	-0.449869	-0.464033	-0.106314	-0.675012	0.322202	0.0323147	
#	-0.28684	-0.872078	-0.113176	-0.102135	0.324052	-0.0475566	-0.163375	
#	-0.526098	-0.484647	0.20691	-0.467966	0.298193	0.118637	0.351483	
#	-0.638694	-0.510443	0.113394	-0.405797	0.0175888	0.129336	0.370069	
#	0	0	1	0	0	0	0	
