# DS_ClickRecovery Optimisation
# Fri Dec  4 14:46:17 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.00115693	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.0021	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.003	[1e-06,0.03]
#dstellate_gkltbar = 0.01592	[1e-06,0.03]
#gaba_decay = 10.5	[1e-06,0.03]
#gaba_rise = 0.7	[1e-06,0.03]
#dstellate_gleak_rm = 0.0008	[1e-06,0.03]
# final error=0.147507
# unweighted error=0.021071
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.040
3	1.000	0.300	1.000	0.080
4	1.000	0.450	1.000	0.740
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	1	0	0	0	0	0	0	
#	0	1	0	0	0	0	0	
#	0.707107	0	0	0	0.707107	0	0	
#	-0.0565451	-0.0118668	-0.784231	-0.0586317	0.120434	0.572132	-0.190699	
#	-0.110218	0.436768	0.388722	0.664789	0.0960267	0.0965353	-0.430693	
#	0.51488	0.598427	0.245444	0.243745	0.355202	0.360687	0.0294284	
#	0	0	0	0	0	0	1	
