# DS_ClickRecovery Optimisation
# Fri Dec  4 15:39:40 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.00058909	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.00181417	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.00241132	[1e-06,0.03]
#dstellate_gkltbar = 0.0104152	[1e-06,0.03]
#gaba_decay = 2.65645	[1e-06,0.03]
#gaba_rise = 0.339628	[1e-06,0.03]
#dstellate_gleak_rm = 0.00113656	[1e-06,0.03]
# final error=0.115964
# unweighted error=0.020386
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.040
3	1.000	0.300	1.000	0.320
4	1.000	0.450	1.000	0.800
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	-0.00360907	-0.114092	-0.287658	-0.0216641	-0.120161	-0.0734995	-0.940166	
#	0.253195	-0.480002	-0.302611	-0.604992	0.314824	-0.368913	-0.112654	
#	0.00786557	0.123952	0.101518	-0.864907	-0.0191236	0.471344	-0.0606076	
#	-0.0275109	-0.813376	0.363812	-0.170896	-0.372427	-0.185815	0.0535608	
#	0.600731	-0.177641	-0.68148	-0.0962923	-0.255415	0.0298803	0.260287	
#	-0.304285	0.272427	-0.199813	-0.406469	-0.18389	-0.761212	0.121622	
#	-0.409801	-0.450906	-0.427982	-0.119125	0.647324	0.0386686	0.104228	
