# DS_ClickRecovery Optimisation
# Thu Dec  3 12:41:01 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.00133188	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.000791315	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.00129746	[1e-06,0.03]
#dstellate_gkltbar = 0.0265667	[1e-06,0.03]
#gaba_decay = 15.2384	[1e-06,0.03]
#gaba_rise = 0.366913	[1e-06,0.03]
#dstellate_gleak_rm = 0.00238184	[1e-06,0.03]
# final error=0.062036
# unweighted error=0.023864
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.000
3	1.000	0.300	1.000	0.000
4	1.000	0.450	1.000	0.000
8	1.000	0.630	1.000	0.670
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	-0	-0.543746	-0.586571	-0.143421	-0.0654037	0.296643	0.497424	
#	0.330078	0.147232	0.155869	0.204849	0.359621	0.665467	0.480561	
#	0.234679	-0.37717	0.84808	0.186181	-0.0230849	0.121718	-0.182806	
#	0.378183	-0.61568	-0.00268415	0.536061	0.377565	-0.186939	0.114219	
#	0.31585	-0.419729	-0.0621448	0.20654	0.418899	0.680636	0.196987	
#	-0.366108	0.0863011	-0.424183	0.591541	-0.3388	-0.462453	-0.00406758	
#	0.421603	0.0185773	-0.445938	-0.471789	0.0405633	-0.551766	-0.307197	
