# DS_ClickRecovery Optimisation
# Fri Dec  4 23:07:03 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.000863182	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.00181769	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.000333144	[1e-06,0.03]
#dstellate_gkltbar = 0.00594864	[1e-06,0.03]
#gaba_decay = 15.0545	[1e-06,0.03]
#gaba_rise = 1.46372	[1e-06,0.03]
#dstellate_gleak_rm = 0.00173317	[1e-06,0.03]
# final error=0.018843
# unweighted error=0.018843
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.040
3	1.000	0.300	1.000	0.080
4	1.000	0.450	1.000	0.680
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	1.67684e-05	-0.00257745	0.00294183	0.141861	0.989878	-0.00153098	0.000468504	
#	-0.214348	-0.0532228	0.0562632	0.686935	0.508056	-0.464294	0.0498724	
#	-0.0194917	-0.840016	-0.259002	-0.0426919	-0.353253	0.00679237	-0.316631	
#	0.065589	-0.175286	0.940139	0.279908	-0.0433222	0.0218151	-0.0202483	
#	-0.15015	0.0380551	0.0119323	0.00575992	-0.00127297	-0.577403	-0.801521	
#	0.17281	0.264641	-0.094653	0.34304	-0.0468571	0.703611	-0.525548	
#	0.76311	-0.608889	-0.156568	-0.0385228	0.00435894	-0.0589847	-0.131987	
