# DS_ClickRecovery Optimisation
# Fri Dec  4 23:29:04 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.000947973	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.00392192	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.00179202	[1e-06,0.03]
#dstellate_gkltbar = 0.0257175	[1e-06,0.03]
#gaba_decay = 4.99117	[1e-06,0.03]
#gaba_rise = 0.679642	[1e-06,0.03]
#dstellate_gleak_rm = 0.00219417	[1e-06,0.03]
# final error=0.018243
# unweighted error=0.018243
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.000
3	1.000	0.300	1.000	0.020
4	1.000	0.450	1.000	0.440
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	-0.0208134	0.0296735	-0.413207	-0.54568	-0.562014	0.425044	-0.183461	
#	0.0787128	-0.519519	0.31122	-0.668229	-0.0675696	0.203799	-0.366629	
#	0.0971033	-0.0165484	0.633652	0.0141178	-0.692495	-0.316394	-0.0944859	
#	-0.114258	-0.225041	0.269612	-0.49993	0.0848915	0.0771311	0.774936	
#	0.740915	-0.655749	-0.131624	0.057672	-0.00801738	0.017933	0.00090573	
#	-0.300392	-0.380917	-0.0934493	-0.468557	0.194517	-0.590437	-0.387214	
#	0.452038	0.388982	0.399435	-0.463547	0.381691	0.156563	-0.315801	
