# DS_ClickRecovery Optimisation
# Fri Dec  4 18:23:48 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.000701008	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.000461611	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.00120021	[1e-06,0.03]
#dstellate_gkltbar = 0.0277216	[1e-06,0.03]
#gaba_decay = 25.5618	[1e-06,0.03]
#gaba_rise = 0.376705	[1e-06,0.03]
#dstellate_gleak_rm = 0.000610314	[1e-06,0.03]
# final error=0.023871
# unweighted error=0.023871
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.000
3	1.000	0.300	1.000	0.000
4	1.000	0.450	0.960	0.000
8	1.000	0.630	1.000	0.620
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	-0	-0.97152	-0.0425772	0.120288	0.101648	0.0302343	0.169175	
#	-0.577921	-0.390549	-0.0370327	-0.486629	-0.0117513	-0.252764	0.459643	
#	-0.681604	-0.379479	0.0897295	-0.548432	0.0635082	-0.207962	0.187886	
#	-0	-0.06571	-0.62632	-0.763214	0.0820763	0.102824	-0.060007	
#	-0.837665	0.111016	-0.237849	0.226634	0.365665	0.115313	0.176212	
#	-0.415944	-0.125467	-0.090014	-0.0458073	-0.668162	-0.557411	-0.209522	
#	0.0796724	0.0503646	0.147937	-0.203655	0.477849	-0.771801	0.322085	
